allocation_id,period,pool_id,rule_id,target_id,target_type,allocated_amount,allocation_ratio,posting_status,management_account_code
ALLOC00112_B005,2025-12,POOL00112,RULE_202512_02_V2,B005,BRANCH,264862.11,0.08499482,POSTED,6602
ALLOC00112_B006,2025-12,POOL00112,RULE_202512_02_V2,B006,BRANCH,183140.77,0.05877026,POSTED,6602
ALLOC00112_B007,2025-12,POOL00112,RULE_202512_02_V2,B007,BRANCH,363798.22,0.11674363,POSTED,6602
ALLOC00112_B008,2025-12,POOL00112,RULE_202512_02_V2,B008,BRANCH,933501.78,0.29956272,POSTED,6602
ALLOC00113_B001,2025-12,POOL00113,RULE_202512_03_V2,B001,BRANCH,3753134.97,0.22922342,POSTED,6602
ALLOC00113_B002,2025-12,POOL00113,RULE_202512_03_V2,B002,BRANCH,3916207.68,0.23918311,POSTED,6602
ALLOC00113_B003,2025-12,POOL00113,RULE_202512_03_V2,B003,BRANCH,585929.6,0.03578576,POSTED,6602
ALLOC00113_B004,2025-12,POOL00113,RULE_202512_03_V2,B004,BRANCH,2491257.16,0.152154,POSTED,6602
ALLOC00113_B005,2025-12,POOL00113,RULE_202512_03_V2,B005,BRANCH,1588423.32,0.09701325,POSTED,6602
ALLOC00113_B006,2025-12,POOL00113,RULE_202512_03_V2,B006,BRANCH,1513742.13,0.09245208,POSTED,6602
ALLOC00113_B007,2025-12,POOL00113,RULE_202512_03_V2,B007,BRANCH,1631581.04,0.09964912,POSTED,6602
ALLOC00113_B008,2025-12,POOL00113,RULE_202512_03_V2,B008,BRANCH,892985.63,0.05453926,POSTED,6602
ALLOC00114_B001,2025-12,POOL00114,RULE_202512_04_V2,B001,BRANCH,230204.26,0.18048553,POSTED,6602
ALLOC00114_B002,2025-12,POOL00114,RULE_202512_04_V2,B002,BRANCH,233275.26,0.18289327,POSTED,6602
ALLOC00114_B003,2025-12,POOL00114,RULE_202512_04_V2,B003,BRANCH,80369.72,0.06301175,POSTED,6602
ALLOC00114_B004,2025-12,POOL00114,RULE_202512_04_V2,B004,BRANCH,222046.15,0.17408938,POSTED,6602
ALLOC00114_B005,2025-12,POOL00114,RULE_202512_04_V2,B005,BRANCH,248631.5,0.19493293,POSTED,6602
ALLOC00114_B006,2025-12,POOL00114,RULE_202512_04_V2,B006,BRANCH,49714.56,0.03897738,POSTED,6602
ALLOC00114_B007,2025-12,POOL00114,RULE_202512_04_V2,B007,BRANCH,163404.69,0.12811311,POSTED,6602
ALLOC00114_B008,2025-12,POOL00114,RULE_202512_04_V2,B008,BRANCH,47825.93,0.03749665,POSTED,6602
ALLOC00115_B001,2025-12,POOL00115,RULE_202512_05_V2,B001,BRANCH,33757.87,0.02989265,POSTED,6602
ALLOC00115_B002,2025-12,POOL00115,RULE_202512_05_V2,B002,BRANCH,110643.77,0.09797527,POSTED,6602
ALLOC00115_B003,2025-12,POOL00115,RULE_202512_05_V2,B003,BRANCH,146800.62,0.12999223,POSTED,6602
ALLOC00115_B004,2025-12,POOL00115,RULE_202512_05_V2,B004,BRANCH,124383.68,0.11014198,POSTED,6602
ALLOC00115_B005,2025-12,POOL00115,RULE_202512_05_V2,B005,BRANCH,157242.32,0.13923837,POSTED,6602
ALLOC00115_B006,2025-12,POOL00115,RULE_202512_05_V2,B006,BRANCH,220878.18,0.19558804,POSTED,6602
ALLOC00115_B007,2025-12,POOL00115,RULE_202512_05_V2,B007,BRANCH,93606.13,0.08288841,POSTED,6602
ALLOC00115_B008,2025-12,POOL00115,RULE_202512_05_V2,B008,BRANCH,241990.5,0.21428304,POSTED,6602
ALLOC00116_B001,2025-12,POOL00116,RULE_202512_06_V2,B001,BRANCH,43869.5,0.1426355,POSTED,6602
ALLOC00116_B002,2025-12,POOL00116,RULE_202512_06_V2,B002,BRANCH,97648.67,0.31749091,POSTED,6602
ALLOC00116_B003,2025-12,POOL00116,RULE_202512_06_V2,B003,BRANCH,32712.31,0.10635946,POSTED,6602
ALLOC00116_B004,2025-12,POOL00116,RULE_202512_06_V2,B004,BRANCH,39711.78,0.12911727,POSTED,6602
ALLOC00116_B005,2025-12,POOL00116,RULE_202512_06_V2,B005,BRANCH,18256.82,0.05935949,POSTED,6602
ALLOC00116_B006,2025-12,POOL00116,RULE_202512_06_V2,B006,BRANCH,13774.34,0.04478533,POSTED,6602
ALLOC00116_B007,2025-12,POOL00116,RULE_202512_06_V2,B007,BRANCH,43809.77,0.14244131,POSTED,6602
ALLOC00116_B008,2025-12,POOL00116,RULE_202512_06_V2,B008,BRANCH,17780.48,0.05781073,POSTED,6602
ALLOC00117_B001,2025-12,POOL00117,RULE_202512_07_V2,B001,BRANCH,2138678.04,0.2188118,POSTED,6602
ALLOC00117_B002,2025-12,POOL00117,RULE_202512_07_V2,B002,BRANCH,1572720.97,0.16090776,POSTED,6602
ALLOC00117_B003,2025-12,POOL00117,RULE_202512_07_V2,B003,BRANCH,415527.76,0.04251335,POSTED,6602
ALLOC00117_B004,2025-12,POOL00117,RULE_202512_07_V2,B004,BRANCH,1090265.42,0.11154691,POSTED,6602
ALLOC00117_B005,2025-12,POOL00117,RULE_202512_07_V2,B005,BRANCH,1306001.83,0.13361927,POSTED,6602
ALLOC00117_B006,2025-12,POOL00117,RULE_202512_07_V2,B006,BRANCH,679955.0,0.06956736,POSTED,6602
ALLOC00117_B007,2025-12,POOL00117,RULE_202512_07_V2,B007,BRANCH,1022818.25,0.10464628,POSTED,6602
ALLOC00117_B008,2025-12,POOL00117,RULE_202512_07_V2,B008,BRANCH,1548085.43,0.15838726,POSTED,6602
ALLOC00118_B001,2025-12,POOL00118,RULE_202512_08_V2,B001,BRANCH,2376179.86,0.05684992,POSTED,6602
ALLOC00118_B002,2025-12,POOL00118,RULE_202512_08_V2,B002,BRANCH,9743313.73,0.23310803,POSTED,6602
ALLOC00118_B003,2025-12,POOL00118,RULE_202512_08_V2,B003,BRANCH,5935359.11,0.14200301,POSTED,6602
ALLOC00118_B004,2025-12,POOL00118,RULE_202512_08_V2,B004,BRANCH,2750511.14,0.06580577,POSTED,6602
ALLOC00118_B005,2025-12,POOL00118,RULE_202512_08_V2,B005,BRANCH,1413325.65,0.03381371,POSTED,6602
ALLOC00118_B006,2025-12,POOL00118,RULE_202512_08_V2,B006,BRANCH,10301868.84,0.24647142,POSTED,6602
ALLOC00118_B007,2025-12,POOL00118,RULE_202512_08_V2,B007,BRANCH,4264975.25,0.1020392,POSTED,6602
ALLOC00118_B008,2025-12,POOL00118,RULE_202512_08_V2,B008,BRANCH,5011884.21,0.11990894,POSTED,6602
ALLOC00119_B001,2025-12,POOL00119,RULE_202512_09_V2,B001,BRANCH,114343.81,0.05923175,POSTED,6602
ALLOC00119_B002,2025-12,POOL00119,RULE_202512_09_V2,B002,BRANCH,59116.3,0.0306231,POSTED,6602
ALLOC00119_B003,2025-12,POOL00119,RULE_202512_09_V2,B003,BRANCH,390784.22,0.20243187,POSTED,6602
ALLOC00119_B004,2025-12,POOL00119,RULE_202512_09_V2,B004,BRANCH,133325.67,0.06906462,POSTED,6602
ALLOC00119_B005,2025-12,POOL00119,RULE_202512_09_V2,B005,BRANCH,101636.61,0.05264923,POSTED,6602
ALLOC00119_B006,2025-12,POOL00119,RULE_202512_09_V2,B006,BRANCH,341464.12,0.17688335,POSTED,6602
ALLOC00119_B007,2025-12,POOL00119,RULE_202512_09_V2,B007,BRANCH,346984.12,0.17974279,POSTED,6602
ALLOC00119_B008,2025-12,POOL00119,RULE_202512_09_V2,B008,BRANCH,442793.22,0.22937328,POSTED,6602
ALLOC00120_B001,2025-12,POOL00120,RULE_202512_10_V2,B001,BRANCH,3920443.47,0.15865348,POSTED,6602
ALLOC00120_B002,2025-12,POOL00120,RULE_202512_10_V2,B002,BRANCH,3226414.08,0.13056733,POSTED,6602
ALLOC00120_B003,2025-12,POOL00120,RULE_202512_10_V2,B003,BRANCH,3765585.8,0.15238667,POSTED,6602
ALLOC00120_B004,2025-12,POOL00120,RULE_202512_10_V2,B004,BRANCH,1624929.33,0.06575805,POSTED,6602
ALLOC00120_B005,2025-12,POOL00120,RULE_202512_10_V2,B005,BRANCH,4385178.28,0.17746049,POSTED,6602
ALLOC00120_B006,2025-12,POOL00120,RULE_202512_10_V2,B006,BRANCH,4107182.68,0.16621049,POSTED,6602
ALLOC00120_B007,2025-12,POOL00120,RULE_202512_10_V2,B007,BRANCH,815189.53,0.03298929,POSTED,6602
ALLOC00120_B008,2025-12,POOL00120,RULE_202512_10_V2,B008,BRANCH,2865807.17,0.1159742,POSTED,6602
